date,sr,fact,enc_hub
2021-09-29,2,176,29
2021-08-13,6332,5744,44
2022-04-21,11559,12332,103
2022-06-01,13776,16073,63
2021-12-31,128,194,117
2022-03-07,271,192,0
2021-08-13,3059,2913,97
2021-10-11,909,1243,26
2022-06-01,15,520,39
2021-10-11,858,1005,116
2021-10-11,37857,43030,62
2021-11-30,4516,4610,58
2022-06-01,927,1224,117
2021-07-28,3583,3303,84
2021-07-28,1,1,88
2021-10-11,4122,5060,64
2022-04-21,2692,2403,25
2022-04-21,2326,3377,46
2021-10-11,1564,1680,98
2022-04-21,4876,4548,107
2021-01-20,17928,22068,62
2021-07-28,4348,3971,31
2022-03-07,299,471,124
2021-01-20,6377,6553,64
2021-07-28,2,1,13
2022-04-21,11,12,86
2021-12-31,4397,8684,66
2022-06-01,2877,3423,21
2022-06-01,6,107,110
2022-06-01,6,20,37
2021-10-11,4990,6029,33
2021-11-07,689,813,122
2022-02-23,3926,5909,65
2021-10-11,876,989,99
2021-12-31,56,27,76
2022-02-23,4,4,78
2021-10-11,1038,1141,108
2021-01-20,3972,3949,33
2022-04-16,8685,9551,101
2021-12-31,125,115,39
2022-04-16,930,1086,5
2022-06-01,608,588,7
2021-11-07,596,735,5
2022-02-23,74,100,75
2021-10-11,1713,2100,12
2022-02-23,2532,4469,60
2022-06-01,5424,5968,129
2022-04-21,7581,6896,43
2021-07-28,319,267,23
2021-10-11,5330,5799,19
2022-06-01,3643,3372,53
2022-02-23,641,699,79
2021-09-29,865,732,10
2022-02-23,1522,3900,119
2021-01-20,59,61,112
2021-10-11,1633,2108,89
2021-01-20,8,13,108
2022-03-07,1243,1396,5
2021-08-13,1,1,114
2021-09-29,401,263,125
2022-04-21,12864,15664,62
2022-02-23,3093,4448,104
2021-10-11,1,2,8
2021-07-28,2,2,114
2021-11-30,253,219,85
2022-06-01,55,259,96
2021-07-28,857,594,97
2021-09-29,735,732,131
2022-04-21,28,34,98
2022-04-21,43,1577,20
2022-03-07,798,802,35
2022-06-01,5790,6253,76
2021-07-28,6196,5495,44
2021-07-28,278,399,22
2021-08-13,2,2,130
2021-08-13,4481,4262,31
2021-11-07,546,563,35
2021-04-28,269,296,70
2021-10-11,12333,13963,103
2021-08-13,409,416,13
2022-04-21,26,94,108
2022-06-01,231,359,51
2022-02-23,555,829,121
2022-04-21,4821,4296,116
2021-10-11,694,686,46
2021-09-29,720,752,4
2021-08-13,238,271,88
2021-01-20,6726,7628,103
2021-09-29,2650,4169,68
2022-06-01,2,13,102
2022-04-21,2047,3003,12
2021-11-30,1058,1197,111
2021-01-20,2426,2927,25
2022-04-21,1745,1789,30
2021-08-13,396,542,22
2022-04-16,2239,2614,124
2022-04-21,308,1034,99
2021-08-13,3720,3920,84
2021-10-11,2880,3556,25
2021-12-31,72,677,63
2022-04-21,1,3,8
2021-10-11,3760,4817,57
2021-09-29,9592,10615,105
2022-06-01,2898,3511,14
2022-02-23,13,5,47
2021-08-13,206,176,23
2021-01-20,229,237,38
2021-07-28,2498,3293,71
2022-04-21,8356,9191,33
2021-11-07,3,4,0
2021-11-30,7654,7772,91
2021-07-28,933,990,98
2021-11-07,148,148,92
2022-06-01,2836,2901,10
2021-01-20,8319,11678,61
2022-04-16,1,29,40
2022-06-01,24,395,125
2021-08-13,2819,3560,25
2022-02-23,2923,6323,55
2022-04-16,3,35,32
2021-09-29,594,533,79
2021-08-13,733,985,89
2022-03-07,300,343,92
2021-11-30,8096,8306,84
2022-06-01,4503,3881,134
2021-11-30,6879,6442,31
2021-11-30,25,34,130
2021-11-30,1433,1522,120
2022-04-16,9,79,1
2021-11-30,4,8,13
2021-04-28,677,596,97
2021-10-11,917,1029,5
2021-07-28,232,250,112
2022-03-07,37,36,36
2021-09-29,11046,13150,104
2021-11-30,19,18,74
2021-07-28,494,697,108
2021-04-28,256,209,22
2022-03-07,1117,938,28
2021-08-13,304,369,112
2021-07-28,272,465,26
2021-09-29,663,689,121
2022-03-07,33,101,1
2022-04-21,11,9,0
2021-04-28,4499,3756,31
2021-08-13,858,857,116
2021-01-20,78,75,118
2022-04-16,83,98,82
2021-08-13,122,116,86
2021-12-31,1868,371,10
2022-03-07,3,3,80
2022-04-16,12,102,28
2022-04-21,11952,12380,101
2021-08-13,27464,35553,62
2021-07-28,5755,5392,33
2021-07-28,3487,4282,64
2022-03-07,2,27,40
2021-11-30,15,17,73
2021-11-30,917,900,23
2022-04-16,159,580,41
2021-08-13,954,1048,98
2021-07-28,11861,12240,103
2021-12-31,2277,462,134
2022-03-07,685,613,32
2022-02-23,291,1105,136
2022-04-16,259,311,92
2021-09-29,12813,15418,65
2021-10-11,590,566,35
2022-06-01,854,1106,4
2022-06-01,4570,7632,49
2021-07-28,2588,3013,25
2022-03-07,15,72,81
2022-02-23,1479,1879,91
2022-02-23,3741,4413,58
2021-08-13,616,740,108
2021-07-28,1,1,43
2021-10-11,990,1208,122
2021-11-30,10283,9679,44
2021-12-31,7,38,131
2021-11-30,2330,2078,97
2021-08-13,5687,4442,33
2021-11-07,2,21,32
2021-11-30,972,901,87
2021-01-20,149,166,115
2021-07-28,549,824,89
2021-12-31,11137,210,68
2021-11-07,530,384,36
2022-04-21,19,48,5
2021-01-20,22,1500,122
2021-11-30,5587,5321,127
2022-04-16,1,5,80
2021-08-13,68,65,8
2021-11-07,123,141,28
2021-04-28,2846,4086,84
2021-07-28,434,633,116
2021-12-31,135,213,4
2021-01-20,91,101,50
2021-08-13,385,628,26
2022-03-07,498,961,41
2021-04-28,1,2,13
2022-02-23,470,812,85
2022-06-01,1458,1949,131
2022-06-01,21934,26821,68
2022-04-16,2,7,81
2022-04-21,1429,1957,124
2021-09-29,1,4,75
2021-08-13,3489,4441,64
2022-02-23,6456,10677,56
2021-08-13,12885,12575,103
2022-06-01,75,65,9
2021-11-07,303,319,41
2021-07-28,26801,33607,62
2021-11-30,11,9,114
2021-09-29,6558,7144,17
2022-04-16,1,1,36
2021-01-20,7453,6348,18
2022-04-16,5,114,39
2022-04-21,11,196,32
2021-12-31,123,287,79
2021-11-30,2428,2429,108
2022-02-23,673,1987,127
2021-12-31,1,1039,47
2022-03-07,497,663,113
2022-04-21,137,246,1
2022-04-16,1011,1772,129
2021-07-28,259,249,118
2022-03-07,5393,4463,76
2021-01-20,2683,3194,90
2021-04-28,4015,4465,64
2022-04-21,162,443,41
2022-06-01,13951,14809,104
2022-02-23,517,545,23
2021-11-30,15444,14620,33
2021-11-07,1218,1881,94
2021-11-07,1080,553,96
2021-11-30,16096,18106,19
2021-09-29,443,551,111
2022-04-21,1,1,40
2022-04-21,6,257,36
2021-04-28,2130,2813,25
2021-08-13,1057,1301,50
2022-06-01,3186,5327,24
2022-04-16,98,286,117
2022-03-07,290,382,102
2022-03-07,1594,1409,37
2022-06-01,35,570,79
2022-03-07,193,206,110
2022-06-01,15,238,75
2022-04-16,9935,13109,63
2021-11-30,475,443,8
2022-02-23,6,15,114
2021-12-31,7,8,104
2021-07-28,748,761,122
2022-03-07,11930,14186,66
2021-11-07,1127,1238,14
2022-04-21,4,113,82
2022-03-07,706,929,117
2021-12-31,822,727,121
2022-04-16,3,30,37
2021-11-07,435,625,102
2021-04-28,116,152,112
2021-11-30,2302,1688,26
2021-04-28,25457,28960,62
2022-04-16,277,258,110
2021-07-28,606,681,5
2021-11-07,2632,3142,53
2021-10-11,270,265,93
2021-09-29,2932,3577,91
2022-02-23,11,16,74
2021-04-28,749,779,98
2021-11-30,8747,7889,64
2021-11-07,14670,18984,66
2021-11-07,207,282,69
2022-04-21,522,801,28
2022-06-01,985,1368,121
2021-11-30,1521,1501,30
2022-04-16,1,16,7
2022-06-01,12513,12335,60
2022-04-16,200,451,113
2022-06-01,12309,14914,67
2021-11-30,17788,16415,103
2022-04-16,2720,2817,76
2022-04-16,176,237,21
2021-08-13,12238,15098,61
2021-11-30,1148,1435,99
2022-02-23,864,1491,31
2021-11-30,1689,2010,43
2021-08-13,217,211,118
2021-01-20,95,59,28
2021-11-07,151,222,39
2022-03-07,3303,2963,69
2021-04-28,5563,4774,33
2021-11-30,6426,6932,46
2022-02-23,2237,1442,120
2021-11-30,6682,6300,25
2021-07-28,922,1004,50
2021-01-20,2040,1569,11
2021-04-28,75,81,108
2022-03-07,10627,12326,63
2021-01-20,3944,3542,72
2022-04-16,1818,2331,53
2022-04-21,2346,2753,92
2021-11-30,4273,4470,89
2022-03-07,515,1407,39
2021-11-30,2980,4056,12
2022-04-16,43,69,51
2022-06-01,3038,5796,119
2022-06-01,12536,12024,65
2021-11-07,252,237,117
2021-11-07,640,1240,135
2021-11-30,17782,15134,57
2021-11-07,7414,10199,63
2022-02-23,3523,5097,44
2022-04-16,755,1331,14
2022-02-23,445,394,97
2021-07-28,10829,13252,61
2022-02-23,2,3,73
2022-03-07,48,95,51
2022-03-07,590,542,7
2021-04-28,312,486,38
2021-11-07,6,13,37
2021-11-30,2528,2380,116
2022-04-16,504,740,102
2021-11-30,5010,836,107
2021-12-31,390,1267,119
2022-03-07,634,1091,21
2021-08-13,722,784,5
2021-11-07,93,91,110
2021-04-28,10789,9907,103
2021-08-13,1039,1089,122
2021-11-30,1259,1125,86
2022-02-23,1503,2155,84
2021-01-20,1732,1607,6
2022-04-16,9500,12486,66
2022-06-01,2736,3362,109
2021-01-20,428,537,100
2022-04-16,16,701,69
2022-03-07,2556,2815,14
2022-04-21,4,12,81
2021-11-30,55980,50528,62
2021-12-31,140,3591,65
2022-02-23,456,459,13
2021-10-11,223,223,28
2021-11-30,32,47,98
2021-11-07,498,594,113
2022-03-07,1276,1370,129
2021-11-07,209,350,21
2021-11-07,2268,2161,76
2021-11-07,779,927,133
2022-03-07,2501,1882,53
2022-04-21,2,5,7
2021-11-07,8280,12603,68
2021-08-13,163,196,93
2022-04-16,4,31,125
2022-04-21,5188,5988,129
2022-04-21,769,1190,117
2021-10-11,3541,3759,94
2022-04-21,16163,20312,66
2021-11-07,240,298,4
2022-04-16,2595,3202,134
2021-10-11,2571,2878,14
2022-03-07,2795,3037,49
2021-07-28,322,485,100
2021-10-11,6001,6966,53
2022-04-21,13779,17369,63
2022-02-23,228,351,30
2022-02-23,1336,2313,64
2022-02-23,3196,3087,43
2021-10-11,632,639,69
2021-09-29,7192,6848,44
2021-04-28,586,1014,50
2022-03-07,9270,10576,105
2022-06-01,4634,5052,55
2022-02-23,2382,2066,25
2022-02-23,8497,14593,62
2022-04-21,7263,7171,76
2021-10-11,2768,3078,135
2021-08-13,208,230,28
2022-02-23,1149,1255,98
2022-04-21,73,101,113
2021-01-20,24,36,15
2022-03-07,971,1153,131
2021-11-30,2364,2230,5
2021-10-11,16609,19568,63
2021-09-29,210,320,88
2021-11-30,3333,3643,122
2022-02-23,2286,3800,46
2021-09-29,1908,1968,127
2021-08-13,1230,1832,11
2022-02-23,995,1179,89
2021-01-20,5422,6316,53
2022-06-01,1660,2511,136
2021-11-07,5555,6066,105
2022-06-01,7064,7961,91
2022-04-21,1549,2335,21
2021-04-28,12398,13388,61
2021-09-29,3230,3731,71
2022-02-23,189,767,108
2021-09-29,919,628,97
2021-01-20,1168,1302,135
2021-07-28,113,129,93
2022-06-01,9,26,111
2022-02-23,1219,2332,12
2022-04-21,376,337,110
2021-04-28,173,246,118
2021-11-07,479,502,131
2022-02-23,7556,1777,19
2022-04-21,27,372,39
2022-04-16,275,443,10
2021-01-20,19092,18081,63
2022-02-23,645,346,116
2022-04-21,12,83,37
2022-02-23,1847,1946,107
2021-01-20,18,24,126
2021-04-28,431,329,115
2021-10-11,1584,1551,37
2022-04-16,16557,21255,68
2021-09-29,3969,4424,31
2021-10-11,607,788,102
2021-11-07,205,208,125
2021-10-11,3,3,110
2021-09-29,455,501,13
2022-04-16,283,436,4
2021-11-07,984,1012,134
2022-04-21,190,194,51
2022-03-07,486,565,10
2021-09-29,8,9,73
2022-02-23,3789,7360,33
2022-02-23,447,225,99
2021-10-11,4129,4049,76
2022-03-07,1756,1945,134
2021-10-11,923,1006,113
2022-03-07,242,140,125
2022-06-01,8243,8992,58
2021-10-11,2716,2303,133
2022-04-21,2505,3406,14
2022-04-21,3105,3417,53
2021-01-20,152,161,113
2021-01-20,180,189,132
2021-08-13,404,619,100
2022-04-21,347,333,96
2021-09-29,4384,5044,84
2021-10-11,14497,16903,66
2021-01-20,1873,2924,133
2021-11-30,1524,1514,35
2022-04-16,2886,3476,49
2022-04-16,13,14,9
2022-02-23,4184,6173,103
2021-09-29,720,449,120
2021-09-29,10,7,130
2022-06-01,17423,21956,56
2022-02-23,2853,4352,57
2021-01-20,2178,2029,77
2021-10-11,543,645,39
2021-09-29,400,368,23
2022-04-21,24,244,69
2021-12-31,153,2,58
2021-07-28,264,257,28
2021-01-20,2102,2318,94
2022-03-07,23103,22215,68
2021-10-11,392,429,117
2021-04-28,507,1929,122
2021-07-28,1074,1234,11
2022-04-21,810,1133,102
2022-03-07,106,165,4
2022-04-16,642,1286,131
2022-06-01,3398,3816,85
2021-09-29,688,625,22
2021-11-07,388,727,10
2022-02-23,46,3,26
2021-09-29,23,59,87
2021-01-20,952,2142,128
2022-02-17,13,149,98
2022-07-11,4616,4056,20
2021-05-29,17109,19301,62
2022-05-26,16065,22854,56
2022-02-17,1593,2414,108
2022-07-11,3213,3000,42
2021-09-09,12558,16079,17
2022-07-11,17,39,98
2021-05-29,2,4,98
2022-02-17,14588,15449,33
2022-01-17,1177,1624,69
2022-01-20,1087,1111,4
2022-01-20,29874,33917,68
2021-07-05,3330,4806,84
2021-07-05,5,5,88
2021-04-07,7268,8308,105
2022-01-17,1142,1786,21
2021-05-29,222,202,108
2022-01-20,373,1700,49
2021-07-05,2,2,13
2022-01-17,27,266,39
2021-11-13,8476,9414,64
2021-11-13,1108,1021,43
2022-02-17,5270,5593,20
2021-11-13,1273,1264,30
2021-07-05,4272,3675,31
2021-01-16,94,110,50
2022-02-17,13287,14063,19
2021-11-13,64757,61581,62
2021-11-13,6446,7708,25
2022-07-11,1634,1600,116
2022-05-26,1285,5578,55
2022-06-20,576,516,0
2022-06-20,3132,4081,61
2022-01-20,10687,11735,105
2021-05-29,2549,3040,64
2022-01-17,5386,6401,53
2021-11-13,20,31,98
2022-02-17,107,1,26
2021-09-09,9464,12551,65
2022-05-26,6796,8042,58
2021-11-13,5457,6121,46
2021-11-13,4728,4551,89
2022-06-20,9628,10280,101
2021-07-05,70,70,23
2022-01-20,1258,1447,131
2022-07-11,256,373,99
2022-07-11,6169,7966,33
2021-11-13,8,9,86
2022-02-17,2328,2230,30
2021-01-16,9179,10366,61
2022-01-17,19281,21702,63
2021-07-05,1,1,87
2021-09-09,503,672,79
2021-11-13,3203,3481,12
2022-01-17,281,251,96
2021-11-13,2641,2578,108
2021-11-13,19873,20488,19
2022-07-11,1784,1846,30
2021-05-29,4375,4866,33
2021-11-13,3951,3947,107
2022-02-17,14435,17558,103
2021-01-18,1429,3406,84
2022-02-17,1110,1487,99
2021-11-13,2345,2256,116
2022-02-17,5712,7490,64
2022-01-17,1002,1247,113
2021-01-16,68,25,115
2022-02-17,7030,8789,46
2022-01-17,5802,6209,76
2021-07-05,611,567,97
2022-02-17,3455,3143,43
2021-05-29,5713,6534,103
2022-02-17,4772,6473,25
2021-07-05,484,471,22
2021-07-05,5721,5045,44
2022-07-11,8924,8996,103
2022-01-20,2323,3147,10
2022-07-11,2,153,8
2022-07-11,8681,11781,57
2022-07-11,269,106,46
2022-01-20,516,554,125
2021-05-29,261,408,38
2022-01-17,52,121,37
2021-11-13,827,1066,99
2021-11-13,17158,17230,33
2022-05-26,5320,6461,85
2022-07-11,519,510,86
2021-04-07,687,584,34
2022-01-20,4771,3446,134
2022-05-26,57,120,111
2022-02-17,4237,3797,12
2022-02-17,3458,4377,89
2022-01-17,6,26,110
2022-02-17,13670,19844,57
2021-09-09,652,756,121
2021-01-18,90,87,97
2022-01-17,481,532,7
2022-07-11,2278,2603,12
2021-04-07,164,215,3
2021-01-18,1966,2017,31
2022-01-17,900,1006,117
2022-06-20,1577,1763,5
2022-02-17,2200,2559,116
2022-02-17,5547,6680,107
2021-01-18,140,139,22
2021-11-13,13280,15980,57
2021-11-13,24584,22498,103
2022-02-17,3,3,86
2022-06-20,2170,1625,124
2022-05-26,6167,7513,91
2022-01-17,32653,38559,66
2022-01-17,877,1106,102
2021-09-09,10449,13464,104
2021-01-16,4,1768,122
2022-05-26,1143,1926,136
2022-01-17,5463,6007,94
2022-02-17,28540,28456,62
2022-01-17,3956,4544,14
2021-07-05,3127,3908,71
2021-05-29,1838,2092,25
2021-11-13,2567,2518,26
2022-07-11,12979,17540,62
2021-09-09,942,823,116
2021-11-13,3260,4289,14
2022-07-11,3605,4232,53
2022-06-20,1317,1097,125
2021-01-18,4184,3741,72
2021-05-29,2142,2596,53
2022-07-11,153,234,51
2022-01-17,2854,3558,55
2021-01-18,570,613,100
2022-06-20,3002,3934,134
2022-02-17,5716,7082,53
2022-02-17,341,473,96
2021-11-13,565,932,21
2022-01-20,34,139,130
2022-01-20,4000,3814,31
2022-01-20,1142,2344,120
2022-05-26,3463,7240,61
2021-11-13,644,848,69
2021-05-29,581,1576,128
2021-01-18,59,94,28
2022-01-20,8,8,27
2022-07-11,3403,2443,96
2022-01-20,14,32,13
2021-09-09,34,37,43
2021-01-16,321,316,34
2021-05-29,1049,1253,94
2021-09-09,3848,5203,64
2021-01-18,1871,1367,11
2022-01-20,12,16,74
2021-05-29,1428,2143,77
2021-09-09,33910,41161,62
2022-05-26,20,140,5
2021-11-13,521,689,39
2022-02-17,3983,5130,14
2021-11-13,8074,8994,53
2021-09-09,4,7,98
2022-07-11,2668,3378,14
2021-01-16,107,120,3
2022-02-17,1645,2156,102
2021-09-09,570,878,89
2022-01-20,3795,4810,84
2021-05-29,2,4,132
2022-02-17,1389,2144,69
2022-02-17,36122,48262,66
2022-07-11,1965,2193,69
2021-11-13,515,1681,96
2021-09-09,420,495,112
2022-01-20,442,505,23
2022-01-20,1,2,73
2021-01-18,616,553,6
2021-04-07,2387,4266,84
2021-09-09,263,2531,19
2021-11-13,30436,29116,63
2022-05-26,42,109,124
2021-07-05,8545,7946,18
2021-07-05,289,214,93
2022-06-20,2316,2327,10
2021-11-13,2170,3363,135
2021-09-09,623,942,108
2022-07-11,2473,3045,129
2022-02-17,9,688,39
2022-01-17,4488,5205,91
2022-07-11,413,596,117
2021-05-29,182,370,15
2022-06-20,21352,22945,68
2022-01-17,4968,6179,58
2021-05-29,453,2023,133
2021-11-13,1048,1327,113
2022-05-26,8505,8662,101
2022-01-20,6326,6815,44
2022-01-17,11,54,111
2022-01-20,1888,2004,97
2022-06-20,3238,3542,49
2021-11-13,457,441,110
2021-11-13,202,299,37
2021-11-13,1730,2651,102
2021-05-29,327,432,135
2021-05-29,10570,11403,63
2021-09-09,5329,6018,33
2022-06-20,957,929,4
2021-11-13,2482,3207,133
2022-02-17,806,1230,117
2021-01-18,7020,6192,18
2021-04-07,548,388,97
2022-07-11,2930,3788,63
2022-02-17,19676,25198,63
2022-01-17,3060,3821,136
2021-11-13,6690,7267,76
2021-01-16,5583,6659,105
2022-01-20,3524,4104,127
2021-04-07,170,206,22
2022-02-17,159,215,51
2021-09-09,2621,3617,25
2021-05-29,300,354,113
2021-09-09,12067,13126,103
2021-11-13,412,823,117
2021-09-09,3023,3621,57
2021-04-07,4371,3881,31
2022-01-17,415,479,85
2022-02-17,10,338,37
2021-07-05,252,243,28
2021-11-13,50293,68039,66
2021-07-05,771,809,100
2022-06-20,1,7,9
2022-05-26,89,98,0
2022-02-17,499,460,110
2021-01-18,3232,3688,90
2022-07-11,1500,1991,21
2021-07-05,1321,1476,11
2022-07-11,2927,2868,37
2022-02-17,5,5,7
2022-07-11,6,26,110
2021-11-13,4645,5582,94
2022-02-17,837,1198,113
2022-06-20,2050,2250,131
2022-02-17,8452,8795,76
2022-02-17,12,42,21
2021-09-09,364,629,26
2022-07-11,2,54,7
2022-07-11,4958,4300,76
2022-01-20,62,60,114
2022-07-11,1812,1788,39
2022-02-17,1832,2142,92
2022-06-20,10,86,39
2022-05-26,11981,14790,62
2021-01-16,509,535,135
2022-05-26,65,1149,20
2022-07-11,16,42,92
2022-06-20,2652,3211,129
2021-01-16,15667,15102,63
2021-09-09,252,233,23
2022-05-26,13,66,98
2022-01-20,4213,5371,58
2022-01-17,122,142,75
2021-05-29,5013,4413,90
2021-07-05,106,85,118
2022-05-26,2012,2757,116
2021-04-07,240,275,70
2021-09-09,1,6,87
2021-01-16,227,216,15
2022-07-11,425,440,80
2021-01-18,137,128,115
2022-01-17,8867,9541,17
2022-06-20,363,459,117
2021-09-09,2798,3824,71
2022-06-20,13385,15365,63
2021-07-05,850,865,5
2021-09-09,1,1,114
2022-02-17,296,528,81
2021-09-09,684,624,22
2022-05-26,7254,8105,33
2021-01-18,120,153,50
2022-05-26,2449,3085,12
2022-01-17,13396,13220,65
2022-01-17,1265,1512,79
2022-07-11,4,275,81
2022-01-17,6736,7466,60
2022-06-20,5122,4979,76
2021-11-13,489,762,92
2021-01-16,1417,2967,133
2022-05-26,483,1326,99
2022-05-26,1934,1995,30
2021-05-29,2,2,93
2022-06-20,4,57,110
2022-06-20,10,32,37
2022-06-20,363,484,7
2021-05-29,9416,8252,18
2021-01-18,6,1455,122
2021-09-09,5411,4895,31
2022-06-20,1617,1849,21
2021-01-16,4468,5269,53
2022-06-20,3977,3632,53
2021-07-05,1124,1225,50
2022-01-17,6685,7607,119
2022-01-17,1567,1736,121
2022-05-26,14,68,86
2022-01-20,259,333,85
2022-05-26,7734,10558,57
2022-05-26,1,4,8
2021-09-09,7,9,130
2021-11-13,429,655,28
2022-05-26,9688,10685,103
2022-07-11,3,4,1
2021-01-18,10292,11560,61
2021-01-16,131,149,113
2022-02-17,8,273,32
2022-02-17,2,4,40
2021-11-13,976,1150,41
2022-05-26,2034,2838,46
2021-01-16,1,6,126
2022-02-17,149,349,1
2022-06-20,4882,3530,96
2022-06-20,202,372,51
2022-07-11,842,731,40
2022-07-11,4,4,36
2022-02-17,637,525,36
2021-07-05,829,2190,122
2022-01-20,1974,2925,55
2022-02-17,1,2,82
2021-09-09,312,333,97
2021-07-05,11834,13590,61
2022-02-17,756,838,28
2022-07-11,4,9,82
2021-01-16,2359,1872,94
2022-01-20,1,36,111
2021-09-09,1411,5917,44
2022-06-20,2581,3289,14
2021-09-09,5,4,73
2021-11-13,3,7,32
2022-01-20,1718,2634,136
2021-05-29,287,337,100
2022-07-11,13,37,28
2021-01-16,421,1796,128
2022-07-11,1430,1916,41
2022-01-17,3881,6049,47
2021-09-09,3722,4237,84
2021-01-18,163,163,118
2021-09-09,224,386,88
2021-01-16,1007,1427,77
2022-06-20,2210,2240,69
2021-05-29,128,114,28
2021-11-13,4,111,36
2022-05-26,3327,3343,43
2022-02-17,1422,2001,41
2021-05-29,157,344,11
2022-01-17,16533,19514,104
2022-01-20,3379,4242,91
2021-09-09,2,4,13
2021-11-13,1892,2184,5
2021-07-05,931,1021,98
2022-05-26,2985,3279,31
2022-06-20,1016,855,40
2022-05-26,18,189,13
2021-04-07,715,530,121
2022-06-20,1040,1069,1
2022-01-20,11930,13562,65
2022-01-20,5005,7604,119
2021-05-29,140,109,118
2021-07-05,482,355,112
2022-01-17,2305,2856,10
2022-01-17,420,602,125
2022-06-20,4,97,36
2021-07-05,536,609,108
2021-01-18,2696,2667,33
2022-02-17,1489,1682,35
2021-07-05,723,963,26
2022-06-20,1,8,82
2021-04-07,9148,10329,65
2021-07-05,753,615,116
2022-05-26,1374,1854,45
2022-05-26,1204,1186,23
2021-01-18,7054,7918,103
2021-05-29,11,17,5
2021-01-16,14,8,11
2022-05-26,4098,4668,120
2022-07-11,1356,1598,5
2022-01-20,7568,9376,17
2022-02-17,72,75,124
2022-07-11,1949,1929,124
2022-06-20,106,129,28
2022-02-17,2867,3326,5
2021-01-18,127,141,38
2022-01-17,1070,1171,4
2021-11-13,1541,1637,35
2021-07-05,4299,4744,33
2022-06-20,1458,2124,41
2021-01-16,3980,4262,90
2022-05-26,2,5,87
2021-07-05,4342,4802,64
2022-01-17,40418,45120,68
2021-01-16,416,491,100
2022-01-20,105,170,75
2021-05-29,582,741,50
2021-04-07,9431,11241,104
2022-01-20,5735,7167,60
2021-01-18,6232,6049,64
2021-09-09,3746,4471,91
2022-06-20,1293,1327,92
2021-07-05,10474,11313,103
2022-01-20,11412,14312,104
2022-05-26,3,5,2
2021-07-05,314,368,38
2022-01-17,14647,15022,105
2021-01-16,3529,3484,72
2021-05-29,382,1735,122
2021-01-18,3190,3611,25
2022-01-20,910,1080,79
2022-01-20,2740,5046,47
2021-01-16,52,44,28
2022-01-17,4182,6327,134
2021-01-16,5,6,6
2022-01-17,1690,1809,131
2021-01-18,20768,25397,62
2022-07-11,810,621,0
2022-06-20,7,14,81
2021-05-29,7750,9032,61
2021-04-07,132,142,79
2021-01-16,6716,5396,18
2021-05-29,6,1196,101
2022-01-20,2314,2372,121
2021-01-18,60,55,112
2021-01-18,412,459,108
2022-01-17,381,636,49
2021-05-29,392,321,115
2021-11-13,2152,2466,122
2022-01-20,24,29,78
2022-02-17,6,6,0
2021-07-05,2711,2971,25
2021-07-05,27640,31184,62
2021-01-16,4861,6139,104
2022-01-17,3600,3770,127
2021-01-18,151,150,113
2021-09-09,560,693,5
2021-09-09,11100,15236,61
2021-07-05,4573,5052,53
2022-02-17,45542,51963,68
2022-01-20,839,1585,108
2022-02-17,1472,1519,4
2022-06-20,19,173,75
2022-06-20,10835,13187,67
2022-06-20,6878,9420,60
2021-09-09,435,440,118
2022-01-17,279,287,23
2022-01-20,7244,9968,33
2022-05-26,19,79,80
2022-06-20,3070,4433,83
2022-01-20,8821,9555,19
2022-06-20,15368,14869,104
2021-11-13,1686,2283,10
2021-01-18,200,221,132
2022-01-17,7,18,87
2022-07-11,914,824,4
2022-07-11,2703,2756,49
2021-07-05,3096,3036,94
2022-06-20,11,18,79
2022-06-20,19560,22937,47
2022-07-11,20636,24087,68
2021-11-13,673,594,125
2021-04-07,4728,4763,33
2021-07-05,1546,2721,128
2022-06-20,4459,3633,24
2021-01-18,24,37,126
2021-11-13,1372,1879,131
2022-01-17,1557,1767,97
2022-02-17,16554,18099,105
2022-01-20,1,3,8
2021-01-16,43,33,79
2022-07-11,9520,11324,105
2022-07-11,2,11,9
2021-04-07,403,553,38
2022-01-20,1304,1422,26
2022-01-17,57,6,114
2022-01-17,13,11,74
2021-04-07,9608,9673,103
2021-05-29,192,230,34
2022-05-26,1604,1732,92
2021-11-13,571,1141,4
2022-01-20,4705,5756,64
2022-01-20,2052,2109,30
2021-01-18,787,1963,128
2021-05-29,5626,5891,105
2021-07-05,603,648,132
2021-11-13,34469,49742,68
2021-01-18,3112,2730,94
2022-01-20,9642,14061,103
2022-01-20,590,863,99
2022-02-17,1356,1827,131
2021-01-18,1856,1827,77
2022-07-11,2044,2473,131
2022-01-17,3239,3320,31
2022-05-26,12,31,81
2021-04-07,3681,4189,64
2022-01-20,1938,1812,43
2022-02-17,680,892,125
2022-05-26,1,17,1
2022-07-11,3174,4582,134
2022-01-17,49,105,130
2021-09-09,820,899,122
2022-01-20,4959,7781,46
2022-02-17,6221,7580,134
2022-06-20,8673,7780,65
2022-05-26,2,3,36
2021-01-16,296,683,121
2021-11-13,16326,22281,105
2022-01-20,3187,4006,25
2022-05-26,823,1562,41
2021-05-29,23,23,29
2021-07-05,1576,1597,15
2021-05-29,170,210,3
2022-01-17,555,1834,120
2022-01-20,2372,3191,89
2022-01-20,1836,3067,12
2022-01-20,8066,11357,57
2021-04-07,2366,3092,25
2022-05-26,2,43,40
2022-05-26,611,746,28
2021-07-05,15184,17447,63
2022-06-20,4496,5570,119
2021-01-16,1,601,16
